Council Name,Council Type,Year,Month,ESB Connection
Cork,City Council,2010,Jul,15
Cork,City Council,2010,Aug,26
Cork,City Council,2010,Sept,14
Cork,City Council,2010,Oct,24
Cork,City Council,2010,Nov,25
Cork,City Council,2010,Dec,39
Dublin,City Council,2010,Jan,119
Dublin,City Council,2010,Feb,113
Dublin,City Council,2010,Mar,80
Dublin,City Council,2010,Apr,56
Dublin,City Council,2010,May,74
Dublin,City Council,2010,Jun,56
Dublin,City Council,2010,Jul,55
Dublin,City Council,2010,Aug,25
Dublin,City Council,2010,Sept,59
Dublin,City Council,2010,Oct,68
Dublin,City Council,2010,Nov,151
Dublin,City Council,2010,Dec,55
Galway,City Council,2010,Jan,5
Galway,City Council,2010,Feb,5
Galway,City Council,2010,Mar,4
Galway,City Council,2010,Apr,2
Galway,City Council,2010,May,7
Galway,City Council,2010,Jun,10
Galway,City Council,2010,Jul,6
Galway,City Council,2010,Aug,4
Galway,City Council,2010,Sept,10
Galway,City Council,2010,Oct,2
Galway,City Council,2010,Nov,11
Galway,City Council,2010,Dec,11
Limerick,City Council,2010,Jan,2
Limerick,City Council,2010,Feb,3
Limerick,City Council,2010,Mar,2
Limerick,City Council,2010,Apr,2
Limerick,City Council,2010,May,2
Limerick,City Council,2010,Jun,7
Limerick,City Council,2010,Jul,10
Limerick,City Council,2010,Aug,1
Limerick,City Council,2010,Sept,9
Limerick,City Council,2010,Oct,2
Limerick,City Council,2010,Nov,2
Limerick,City Council,2010,Dec,2
Waterford,City Council,2010,Jan,3
Waterford,City Council,2010,Feb,4
Waterford,City Council,2010,Mar,2
Waterford,City Council,2010,Apr,1
Waterford,City Council,2010,May,3
Waterford,City Council,2010,Jun,4
Waterford,City Council,2010,Jul,1
Waterford,City Council,2010,Aug,11
Waterford,City Council,2010,Sept,2
Waterford,City Council,2010,Oct,40
Waterford,City Council,2010,Nov,33
Waterford,City Council,2010,Dec,6
Carlow,County Council,2010,Jan,16
Carlow,County Council,2010,Feb,13
Carlow,County Council,2010,Mar,12
Carlow,County Council,2010,Apr,18
Carlow,County Council,2010,May,17
Carlow,County Council,2010,Jun,8
Carlow,County Council,2010,Jul,9
Carlow,County Council,2010,Aug,13
Carlow,County Council,2010,Sept,18
Carlow,County Council,2010,Oct,29
Carlow,County Council,2010,Nov,50
Carlow,County Council,2010,Dec,27
Cavan,County Council,2010,Jan,19
Cavan,County Council,2010,Feb,33
Cavan,County Council,2010,Mar,26
Cavan,County Council,2010,Apr,20
Cavan,County Council,2010,May,28
Cavan,County Council,2010,Jun,36
Cavan,County Council,2010,Jul,14
Cavan,County Council,2010,Aug,11
Cavan,County Council,2010,Sept,24
Cavan,County Council,2010,Oct,19
Cavan,County Council,2010,Nov,41
Cavan,County Council,2010,Dec,25
Clare,County Council,2010,Jan,21
Clare,County Council,2010,Feb,49
Clare,County Council,2010,Mar,57
Clare,County Council,2010,Apr,117
Clare,County Council,2010,May,100
Clare,County Council,2010,Jun,34
Clare,County Council,2010,Jul,31
Clare,County Council,2010,Aug,40
Clare,County Council,2010,Sept,29
Clare,County Council,2010,Oct,32
Clare,County Council,2010,Nov,40
Clare,County Council,2010,Dec,42
Cork,County Council,2010,Jan,93
Cork,County Council,2010,Feb,128
Cork,County Council,2010,Mar,209
Cork,County Council,2010,Apr,145
Cork,County Council,2010,May,162
Cork,County Council,2010,Jun,119
Cork,County Council,2010,Jul,179
Cork,County Council,2010,Aug,135
Cork,County Council,2010,Sept,140
Cork,County Council,2010,Oct,94
Cork,County Council,2010,Nov,177
Cork,County Council,2010,Dec,117
Donegal,County Council,2010,Jan,57
Donegal,County Council,2010,Feb,64
Donegal,County Council,2010,Mar,91
Donegal,County Council,2010,Apr,60
Donegal,County Council,2010,May,59
Donegal,County Council,2010,Jun,54
Donegal,County Council,2010,Jul,70
Donegal,County Council,2010,Aug,48
Donegal,County Council,2010,Sept,70
Donegal,County Council,2010,Oct,52
Donegal,County Council,2010,Nov,105
Donegal,County Council,2010,Dec,95
Dun Laoghaire,County Council,2010,Jan,51
Dun Laoghaire,County Council,2010,Feb,29
Dun Laoghaire,County Council,2010,Mar,12
Dun Laoghaire,County Council,2010,Apr,24
Dun Laoghaire,County Council,2010,May,18
Dun Laoghaire,County Council,2010,Jun,15
Dun Laoghaire,County Council,2010,Jul,13
Dun Laoghaire,County Council,2010,Aug,38
Dun Laoghaire,County Council,2010,Sept,83
Dun Laoghaire,County Council,2010,Oct,76
Dun Laoghaire,County Council,2010,Nov,10
Dun Laoghaire,County Council,2010,Dec,15
Fingal,County Council,2010,Jan,75
Fingal,County Council,2010,Feb,36
Fingal,County Council,2010,Mar,67
Fingal,County Council,2010,Apr,20
Fingal,County Council,2010,May,41
Fingal,County Council,2010,Jun,28
Fingal,County Council,2010,Jul,28
Fingal,County Council,2010,Aug,49
Fingal,County Council,2010,Sept,40
Fingal,County Council,2010,Oct,65
Fingal,County Council,2010,Nov,58
Fingal,County Council,2010,Dec,33
Galway,County Council,2010,Jan,56
Galway,County Council,2010,Feb,102
Galway,County Council,2010,Mar,67
Galway,County Council,2010,Apr,70
Galway,County Council,2010,May,59
Galway,County Council,2010,Jun,56
Galway,County Council,2010,Jul,57
Galway,County Council,2010,Aug,54
Galway,County Council,2010,Sept,75
Galway,County Council,2010,Oct,64
Galway,County Council,2010,Nov,82
Galway,County Council,2010,Dec,83
Kerry,County Council,2010,Jan,23
Kerry,County Council,2010,Feb,47
Kerry,County Council,2010,Mar,53
Kerry,County Council,2010,Apr,62
Kerry,County Council,2010,May,62
Kerry,County Council,2010,Jun,70
Kerry,County Council,2010,Jul,44
Kerry,County Council,2010,Aug,31
Kerry,County Council,2010,Sept,44
Kerry,County Council,2010,Oct,39
Kerry,County Council,2010,Nov,33
Kerry,County Council,2010,Dec,38
Kildare,County Council,2010,Jan,44
Kildare,County Council,2010,Feb,63
Kildare,County Council,2010,Mar,40
Kildare,County Council,2010,Apr,41
Kildare,County Council,2010,May,51
Kildare,County Council,2010,Jun,46
Kildare,County Council,2010,Jul,56
Kildare,County Council,2010,Aug,60
Kildare,County Council,2010,Sept,76
Kildare,County Council,2010,Oct,43
Kildare,County Council,2010,Nov,54
Kildare,County Council,2010,Dec,41
Kilkenny,County Council,2010,Jan,25
Kilkenny,County Council,2010,Feb,22
Kilkenny,County Council,2010,Mar,34
Kilkenny,County Council,2010,Apr,28
Kilkenny,County Council,2010,May,32
Kilkenny,County Council,2010,Jun,43
Kilkenny,County Council,2010,Jul,39
Kilkenny,County Council,2010,Aug,23
Kilkenny,County Council,2010,Sept,22
Kilkenny,County Council,2010,Oct,27
Kilkenny,County Council,2010,Nov,30
Kilkenny,County Council,2010,Dec,18
Laois,County Council,2010,Jan,17
Laois,County Council,2010,Feb,20
Laois,County Council,2010,Mar,21
Laois,County Council,2010,Apr,19
Laois,County Council,2010,May,9
Laois,County Council,2010,Jun,12
Laois,County Council,2010,Jul,24
Laois,County Council,2010,Aug,30
Laois,County Council,2010,Sept,14
Laois,County Council,2010,Oct,14
Laois,County Council,2010,Nov,33
Laois,County Council,2010,Dec,23
Leitrim,County Council,2010,Jan,6
Leitrim,County Council,2010,Feb,23
Leitrim,County Council,2010,Mar,16
Leitrim,County Council,2010,Apr,11
Leitrim,County Council,2010,May,17
Leitrim,County Council,2010,Jun,13
Leitrim,County Council,2010,Jul,11
Leitrim,County Council,2010,Aug,8
Leitrim,County Council,2010,Sept,11
Leitrim,County Council,2010,Oct,12
Leitrim,County Council,2010,Nov,11
Leitrim,County Council,2010,Dec,3
Limerick,County Council,2010,Jan,31
Limerick,County Council,2010,Feb,35
Limerick,County Council,2010,Mar,46
Limerick,County Council,2010,Apr,33
Limerick,County Council,2010,May,30
Limerick,County Council,2010,Jun,35
Limerick,County Council,2010,Jul,33
Limerick,County Council,2010,Aug,40
Limerick,County Council,2010,Sept,28
Limerick,County Council,2010,Oct,59
Limerick,County Council,2010,Nov,36
Limerick,County Council,2010,Dec,29
Longford,County Council,2010,Jan,10
Longford,County Council,2010,Feb,16
Longford,County Council,2010,Mar,13
Longford,County Council,2010,Apr,8
Longford,County Council,2010,May,6
Longford,County Council,2010,Jun,3
Longford,County Council,2010,Jul,8
Longford,County Council,2010,Aug,13
Longford,County Council,2010,Sept,18
Longford,County Council,2010,Oct,11
Longford,County Council,2010,Nov,31
Longford,County Council,2010,Dec,15
Louth,County Council,2010,Jan,98
Louth,County Council,2010,Feb,31
Louth,County Council,2010,Mar,19
Louth,County Council,2010,Apr,30
Louth,County Council,2010,May,35
Louth,County Council,2010,Jun,31
Louth,County Council,2010,Jul,22
Louth,County Council,2010,Aug,22
Louth,County Council,2010,Sept,22
Louth,County Council,2010,Oct,38
Louth,County Council,2010,Nov,30
Louth,County Council,2010,Dec,26
Mayo,County Council,2010,Jan,43
Mayo,County Council,2010,Feb,42
Mayo,County Council,2010,Mar,60
Mayo,County Council,2010,Apr,47
Mayo,County Council,2010,May,50
Mayo,County Council,2010,Jun,57
Mayo,County Council,2010,Jul,45
Mayo,County Council,2010,Aug,47
Mayo,County Council,2010,Sept,65
Mayo,County Council,2010,Oct,61
Mayo,County Council,2010,Nov,58
Mayo,County Council,2010,Dec,42
Meath,County Council,2010,Jan,36
Meath,County Council,2010,Feb,54
Meath,County Council,2010,Mar,45
Meath,County Council,2010,Apr,45
Meath,County Council,2010,May,41
Meath,County Council,2010,Jun,31
Meath,County Council,2010,Jul,57
Meath,County Council,2010,Aug,67
Meath,County Council,2010,Sept,81
Meath,County Council,2010,Oct,37
Meath,County Council,2010,Nov,66
Meath,County Council,2010,Dec,59
Monaghan,County Council,2010,Jan,14
Monaghan,County Council,2010,Feb,16
Monaghan,County Council,2010,Mar,15
Monaghan,County Council,2010,Apr,27
Monaghan,County Council,2010,May,19
Monaghan,County Council,2010,Jun,20
Monaghan,County Council,2010,Jul,13
Monaghan,County Council,2010,Aug,16
Monaghan,County Council,2010,Sept,13
Monaghan,County Council,2010,Oct,15
Monaghan,County Council,2010,Nov,21
Monaghan,County Council,2010,Dec,19
North Tipperary,County Council,2010,Jan,22
North Tipperary,County Council,2010,Feb,24
North Tipperary,County Council,2010,Mar,41
North Tipperary,County Council,2010,Apr,28
North Tipperary,County Council,2010,May,13
North Tipperary,County Council,2010,Jun,24
North Tipperary,County Council,2010,Jul,33
North Tipperary,County Council,2010,Aug,18
North Tipperary,County Council,2010,Sept,29
North Tipperary,County Council,2010,Oct,22
North Tipperary,County Council,2010,Nov,25
North Tipperary,County Council,2010,Dec,23
Offaly,County Council,2010,Jan,17
Offaly,County Council,2010,Feb,13
Offaly,County Council,2010,Mar,15
Offaly,County Council,2010,Apr,22
Offaly,County Council,2010,May,16
Offaly,County Council,2010,Jun,18
Offaly,County Council,2010,Jul,29
Offaly,County Council,2010,Aug,24
Offaly,County Council,2010,Sept,28
Offaly,County Council,2010,Oct,26
Offaly,County Council,2010,Nov,21
Offaly,County Council,2010,Dec,23
Roscommon,County Council,2010,Jan,30
Roscommon,County Council,2010,Feb,44
Roscommon,County Council,2010,Mar,22
Roscommon,County Council,2010,Apr,32
Roscommon,County Council,2010,May,17
Roscommon,County Council,2010,Jun,16
Roscommon,County Council,2010,Jul,42
Roscommon,County Council,2010,Aug,26
Roscommon,County Council,2010,Sept,34
Roscommon,County Council,2010,Oct,16
Roscommon,County Council,2010,Nov,22
Roscommon,County Council,2010,Dec,18
Sligo,County Council,2010,Jan,33
Sligo,County Council,2010,Feb,20
Sligo,County Council,2010,Mar,17
Sligo,County Council,2010,Apr,14
Sligo,County Council,2010,May,11
Sligo,County Council,2010,Jun,9
Sligo,County Council,2010,Jul,20
Sligo,County Council,2010,Aug,29
Sligo,County Council,2010,Sept,31
Sligo,County Council,2010,Oct,16
Sligo,County Council,2010,Nov,12
Sligo,County Council,2010,Dec,11
South Dublin,County Council,2010,Jan,29
South Dublin,County Council,2010,Feb,30
South Dublin,County Council,2010,Mar,42
South Dublin,County Council,2010,Apr,7
South Dublin,County Council,2010,May,20
South Dublin,County Council,2010,Jun,23
South Dublin,County Council,2010,Jul,66
South Dublin,County Council,2010,Aug,35
South Dublin,County Council,2010,Sept,16
South Dublin,County Council,2010,Oct,17
South Dublin,County Council,2010,Nov,80
South Dublin,County Council,2010,Dec,40
South Tipperary,County Council,2010,Jan,21
South Tipperary,County Council,2010,Feb,33
South Tipperary,County Council,2010,Mar,21
South Tipperary,County Council,2010,Apr,15
South Tipperary,County Council,2010,May,17
South Tipperary,County Council,2010,Jun,19
South Tipperary,County Council,2010,Jul,27
South Tipperary,County Council,2010,Aug,19
South Tipperary,County Council,2010,Sept,22
South Tipperary,County Council,2010,Oct,45
South Tipperary,County Council,2010,Nov,22
South Tipperary,County Council,2010,Dec,30
Waterford,County Council,2010,Jan,73
Waterford,County Council,2010,Feb,22
Waterford,County Council,2010,Mar,22
Waterford,County Council,2010,Apr,29
Waterford,County Council,2010,May,27
Waterford,County Council,2010,Jun,19
Waterford,County Council,2010,Jul,26
Waterford,County Council,2010,Aug,33
Waterford,County Council,2010,Sept,23
Waterford,County Council,2010,Oct,15
Waterford,County Council,2010,Nov,23
Waterford,County Council,2010,Dec,20
Westmeath,County Council,2010,Jan,20
Westmeath,County Council,2010,Feb,25
Westmeath,County Council,2010,Mar,20
Westmeath,County Council,2010,Apr,26
Westmeath,County Council,2010,May,32
Westmeath,County Council,2010,Jun,24
Westmeath,County Council,2010,Jul,24
Westmeath,County Council,2010,Aug,19
Westmeath,County Council,2010,Sept,17
Westmeath,County Council,2010,Oct,56
Westmeath,County Council,2010,Nov,45
Westmeath,County Council,2010,Dec,26
Wexford,County Council,2010,Jan,39
Wexford,County Council,2010,Feb,66
Wexford,County Council,2010,Mar,62
Wexford,County Council,2010,Apr,48
Wexford,County Council,2010,May,64
Wexford,County Council,2010,Jun,46
Wexford,County Council,2010,Jul,66
Wexford,County Council,2010,Aug,93
Wexford,County Council,2010,Sept,43
Wexford,County Council,2010,Oct,44
Wexford,County Council,2010,Nov,55
Wexford,County Council,2010,Dec,33
Wicklow,County Council,2010,Jan,40
Wicklow,County Council,2010,Feb,25
Wicklow,County Council,2010,Mar,37
Wicklow,County Council,2010,Apr,44
Wicklow,County Council,2010,May,27
Wicklow,County Council,2010,Jun,40
Wicklow,County Council,2010,Jul,40
Wicklow,County Council,2010,Aug,22
Wicklow,County Council,2010,Sept,40
Wicklow,County Council,2010,Oct,31
Wicklow,County Council,2010,Nov,33
Wicklow,County Council,2010,Dec,15
Cork,City Council,2011,Jan,2
Cork,City Council,2011,Feb,15
Cork,City Council,2011,Mar,12
Cork,City Council,2011,Apr,14
Cork,City Council,2011,May,10
Cork,City Council,2011,Jun,5
Cork,City Council,2011,Jul,24
Cork,City Council,2011,Aug,12
Cork,City Council,2011,Sept,5
Cork,City Council,2011,Oct,14
Cork,City Council,2011,Nov,9
Cork,City Council,2011,Dec,5
Dublin,City Council,2011,Jan,82
Dublin,City Council,2011,Feb,32
Dublin,City Council,2011,Mar,60
Dublin,City Council,2011,Apr,47
Dublin,City Council,2011,May,75
Dublin,City Council,2011,Jun,46
Dublin,City Council,2011,Jul,25
Dublin,City Council,2011,Aug,21
Dublin,City Council,2011,Sept,23
Dublin,City Council,2011,Oct,46
Dublin,City Council,2011,Nov,48
Dublin,City Council,2011,Dec,52
Galway,City Council,2011,Jan,11
Galway,City Council,2011,Feb,12
Galway,City Council,2011,Mar,6
Galway,City Council,2011,Apr,10
Galway,City Council,2011,May,5
Galway,City Council,2011,Jun,6
Galway,City Council,2011,Jul,1
Galway,City Council,2011,Aug,0
Galway,City Council,2011,Sept,8
Galway,City Council,2011,Oct,1
Galway,City Council,2011,Nov,6
Galway,City Council,2011,Dec,6
Limerick,City Council,2011,Jan,0
Limerick,City Council,2011,Feb,2
Limerick,City Council,2011,Mar,4
Limerick,City Council,2011,Apr,3
Limerick,City Council,2011,May,1
Limerick,City Council,2011,Jun,0
Limerick,City Council,2011,Jul,11
Limerick,City Council,2011,Aug,10
Limerick,City Council,2011,Sept,5
Limerick,City Council,2011,Oct,1
Limerick,City Council,2011,Nov,3
Limerick,City Council,2011,Dec,3
Waterford,City Council,2011,Jan,41
Waterford,City Council,2011,Feb,5
Waterford,City Council,2011,Mar,10
Waterford,City Council,2011,Apr,2
Waterford,City Council,2011,May,6
Waterford,City Council,2011,Jun,2
Waterford,City Council,2011,Jul,3
Waterford,City Council,2011,Aug,3
Waterford,City Council,2011,Sept,5
Waterford,City Council,2011,Oct,4
Waterford,City Council,2011,Nov,1
Waterford,City Council,2011,Dec,2
Carlow,County Council,2011,Jan,10
Carlow,County Council,2011,Feb,10
Carlow,County Council,2011,Mar,6
Carlow,County Council,2011,Apr,8
Carlow,County Council,2011,May,6
Carlow,County Council,2011,Jun,23
Carlow,County Council,2011,Jul,41
Carlow,County Council,2011,Aug,17
Carlow,County Council,2011,Sept,9
Carlow,County Council,2011,Oct,29
Carlow,County Council,2011,Nov,17
Carlow,County Council,2011,Dec,13
Cavan,County Council,2011,Jan,32
Cavan,County Council,2011,Feb,17
Cavan,County Council,2011,Mar,40
Cavan,County Council,2011,Apr,19
Cavan,County Council,2011,May,18
Cavan,County Council,2011,Jun,19
Cavan,County Council,2011,Jul,20
Cavan,County Council,2011,Aug,28
Cavan,County Council,2011,Sept,24
Cavan,County Council,2011,Oct,13
Cavan,County Council,2011,Nov,28
Cavan,County Council,2011,Dec,14
Clare,County Council,2011,Jan,19
Clare,County Council,2011,Feb,28
Clare,County Council,2011,Mar,27
Clare,County Council,2011,Apr,16
Clare,County Council,2011,May,26
Clare,County Council,2011,Jun,24
Clare,County Council,2011,Jul,23
Clare,County Council,2011,Aug,20
Clare,County Council,2011,Sept,25
Clare,County Council,2011,Oct,32
Clare,County Council,2011,Nov,32
Clare,County Council,2011,Dec,22
Cork,County Council,2011,Jan,129
Cork,County Council,2011,Feb,85
Cork,County Council,2011,Mar,149
Cork,County Council,2011,Apr,99
Cork,County Council,2011,May,100
Cork,County Council,2011,Jun,95
Cork,County Council,2011,Jul,90
Cork,County Council,2011,Aug,113
Cork,County Council,2011,Sept,121
Cork,County Council,2011,Oct,101
Cork,County Council,2011,Nov,135
Cork,County Council,2011,Dec,115
Donegal,County Council,2011,Jan,41
Donegal,County Council,2011,Feb,56
Donegal,County Council,2011,Mar,62
Donegal,County Council,2011,Apr,48
Donegal,County Council,2011,May,55
Donegal,County Council,2011,Jun,82
Donegal,County Council,2011,Jul,50
Donegal,County Council,2011,Aug,42
Donegal,County Council,2011,Sept,42
Donegal,County Council,2011,Oct,49
Donegal,County Council,2011,Nov,45
Donegal,County Council,2011,Dec,38
Dun Laoghaire,County Council,2011,Jan,16
Dun Laoghaire,County Council,2011,Feb,15
Dun Laoghaire,County Council,2011,Mar,36
Dun Laoghaire,County Council,2011,Apr,34
Dun Laoghaire,County Council,2011,May,30
Dun Laoghaire,County Council,2011,Jun,16
Dun Laoghaire,County Council,2011,Jul,3
Dun Laoghaire,County Council,2011,Aug,8
Dun Laoghaire,County Council,2011,Sept,6
Dun Laoghaire,County Council,2011,Oct,5
Dun Laoghaire,County Council,2011,Nov,12
Dun Laoghaire,County Council,2011,Dec,11
Fingal,County Council,2011,Jan,21
Fingal,County Council,2011,Feb,93
Fingal,County Council,2011,Mar,69
Fingal,County Council,2011,Apr,110
Fingal,County Council,2011,May,27
Fingal,County Council,2011,Jun,56
Fingal,County Council,2011,Jul,30
Fingal,County Council,2011,Aug,69
Fingal,County Council,2011,Sept,73
Fingal,County Council,2011,Oct,44
Fingal,County Council,2011,Nov,40
Fingal,County Council,2011,Dec,30
Galway,County Council,2011,Jan,42
Galway,County Council,2011,Feb,50
Galway,County Council,2011,Mar,60
Galway,County Council,2011,Apr,45
Galway,County Council,2011,May,46
Galway,County Council,2011,Jun,62
Galway,County Council,2011,Jul,47
Galway,County Council,2011,Aug,38
Galway,County Council,2011,Sept,68
Galway,County Council,2011,Oct,37
Galway,County Council,2011,Nov,58
Galway,County Council,2011,Dec,67
Kerry,County Council,2011,Jan,16
Kerry,County Council,2011,Feb,30
Kerry,County Council,2011,Mar,39
Kerry,County Council,2011,Apr,29
Kerry,County Council,2011,May,27
Kerry,County Council,2011,Jun,44
Kerry,County Council,2011,Jul,35
Kerry,County Council,2011,Aug,27
Kerry,County Council,2011,Sept,42
Kerry,County Council,2011,Oct,26
Kerry,County Council,2011,Nov,25
Kerry,County Council,2011,Dec,47
Kildare,County Council,2011,Jan,25
Kildare,County Council,2011,Feb,32
Kildare,County Council,2011,Mar,95
Kildare,County Council,2011,Apr,26
Kildare,County Council,2011,May,27
Kildare,County Council,2011,Jun,14
Kildare,County Council,2011,Jul,26
Kildare,County Council,2011,Aug,23
Kildare,County Council,2011,Sept,18
Kildare,County Council,2011,Oct,32
Kildare,County Council,2011,Nov,40
Kildare,County Council,2011,Dec,49
Kilkenny,County Council,2011,Jan,10
Kilkenny,County Council,2011,Feb,21
Kilkenny,County Council,2011,Mar,18
Kilkenny,County Council,2011,Apr,17
Kilkenny,County Council,2011,May,15
Kilkenny,County Council,2011,Jun,26
Kilkenny,County Council,2011,Jul,44
Kilkenny,County Council,2011,Aug,35
Kilkenny,County Council,2011,Sept,31
Kilkenny,County Council,2011,Oct,21
Kilkenny,County Council,2011,Nov,20
Kilkenny,County Council,2011,Dec,32
Laois,County Council,2011,Jan,9
Laois,County Council,2011,Feb,17
Laois,County Council,2011,Mar,19
Laois,County Council,2011,Apr,17
Laois,County Council,2011,May,23
Laois,County Council,2011,Jun,13
Laois,County Council,2011,Jul,15
Laois,County Council,2011,Aug,16
Laois,County Council,2011,Sept,18
Laois,County Council,2011,Oct,14
Laois,County Council,2011,Nov,29
Laois,County Council,2011,Dec,15
Leitrim,County Council,2011,Jan,30
Leitrim,County Council,2011,Feb,23
Leitrim,County Council,2011,Mar,10
Leitrim,County Council,2011,Apr,4
Leitrim,County Council,2011,May,7
Leitrim,County Council,2011,Jun,9
Leitrim,County Council,2011,Jul,11
Leitrim,County Council,2011,Aug,3
Leitrim,County Council,2011,Sept,10
Leitrim,County Council,2011,Oct,1
Leitrim,County Council,2011,Nov,9
Leitrim,County Council,2011,Dec,8
Limerick,County Council,2011,Jan,13
Limerick,County Council,2011,Feb,21
Limerick,County Council,2011,Mar,25
Limerick,County Council,2011,Apr,25
Limerick,County Council,2011,May,19
Limerick,County Council,2011,Jun,28
Limerick,County Council,2011,Jul,27
Limerick,County Council,2011,Aug,21
Limerick,County Council,2011,Sept,18
Limerick,County Council,2011,Oct,22
Limerick,County Council,2011,Nov,49
Limerick,County Council,2011,Dec,36
Longford,County Council,2011,Jan,8
Longford,County Council,2011,Feb,8
Longford,County Council,2011,Mar,3
Longford,County Council,2011,Apr,10
Longford,County Council,2011,May,3
Longford,County Council,2011,Jun,17
Longford,County Council,2011,Jul,5
Longford,County Council,2011,Aug,3
Longford,County Council,2011,Sept,10
Longford,County Council,2011,Oct,8
Longford,County Council,2011,Nov,5
Longford,County Council,2011,Dec,9
Louth,County Council,2011,Jan,30
Louth,County Council,2011,Feb,19
Louth,County Council,2011,Mar,21
Louth,County Council,2011,Apr,15
Louth,County Council,2011,May,17
Louth,County Council,2011,Jun,37
Louth,County Council,2011,Jul,17
Louth,County Council,2011,Aug,19
Louth,County Council,2011,Sept,25
Louth,County Council,2011,Oct,18
Louth,County Council,2011,Nov,19
Louth,County Council,2011,Dec,20
Mayo,County Council,2011,Jan,36
Mayo,County Council,2011,Feb,32
Mayo,County Council,2011,Mar,24
Mayo,County Council,2011,Apr,25
Mayo,County Council,2011,May,26
Mayo,County Council,2011,Jun,26
Mayo,County Council,2011,Jul,73
Mayo,County Council,2011,Aug,39
Mayo,County Council,2011,Sept,70
Mayo,County Council,2011,Oct,29
Mayo,County Council,2011,Nov,43
Mayo,County Council,2011,Dec,47
Meath,County Council,2011,Jan,26
Meath,County Council,2011,Feb,32
Meath,County Council,2011,Mar,39
Meath,County Council,2011,Apr,26
Meath,County Council,2011,May,31
Meath,County Council,2011,Jun,34
Meath,County Council,2011,Jul,30
Meath,County Council,2011,Aug,33
Meath,County Council,2011,Sept,30
Meath,County Council,2011,Oct,28
Meath,County Council,2011,Nov,35
Meath,County Council,2011,Dec,25
Monaghan,County Council,2011,Jan,12
Monaghan,County Council,2011,Feb,11
Monaghan,County Council,2011,Mar,14
Monaghan,County Council,2011,Apr,4
Monaghan,County Council,2011,May,14
Monaghan,County Council,2011,Jun,12
Monaghan,County Council,2011,Jul,15
Monaghan,County Council,2011,Aug,16
Monaghan,County Council,2011,Sept,18
Monaghan,County Council,2011,Oct,17
Monaghan,County Council,2011,Nov,18
Monaghan,County Council,2011,Dec,13
North Tipperary,County Council,2011,Jan,8
North Tipperary,County Council,2011,Feb,19
North Tipperary,County Council,2011,Mar,17
North Tipperary,County Council,2011,Apr,20
North Tipperary,County Council,2011,May,33
North Tipperary,County Council,2011,Jun,33
North Tipperary,County Council,2011,Jul,15
North Tipperary,County Council,2011,Aug,23
North Tipperary,County Council,2011,Sept,22
North Tipperary,County Council,2011,Oct,20
North Tipperary,County Council,2011,Nov,24
North Tipperary,County Council,2011,Dec,22
Offaly,County Council,2011,Jan,12
Offaly,County Council,2011,Feb,12
Offaly,County Council,2011,Mar,13
Offaly,County Council,2011,Apr,20
Offaly,County Council,2011,May,15
Offaly,County Council,2011,Jun,10
Offaly,County Council,2011,Jul,17
Offaly,County Council,2011,Aug,22
Offaly,County Council,2011,Sept,8
Offaly,County Council,2011,Oct,16
Offaly,County Council,2011,Nov,22
Offaly,County Council,2011,Dec,20
Roscommon,County Council,2011,Jan,13
Roscommon,County Council,2011,Feb,16
Roscommon,County Council,2011,Mar,22
Roscommon,County Council,2011,Apr,27
Roscommon,County Council,2011,May,13
Roscommon,County Council,2011,Jun,32
Roscommon,County Council,2011,Jul,21
Roscommon,County Council,2011,Aug,11
Roscommon,County Council,2011,Sept,14
Roscommon,County Council,2011,Oct,14
Roscommon,County Council,2011,Nov,14
Roscommon,County Council,2011,Dec,15
Sligo,County Council,2011,Jan,23
Sligo,County Council,2011,Feb,34
Sligo,County Council,2011,Mar,17
Sligo,County Council,2011,Apr,19
Sligo,County Council,2011,May,16
Sligo,County Council,2011,Jun,11
Sligo,County Council,2011,Jul,33
Sligo,County Council,2011,Aug,14
Sligo,County Council,2011,Sept,16
Sligo,County Council,2011,Oct,14
Sligo,County Council,2011,Nov,18
Sligo,County Council,2011,Dec,9
South Dublin,County Council,2011,Jan,30
South Dublin,County Council,2011,Feb,16
South Dublin,County Council,2011,Mar,12
South Dublin,County Council,2011,Apr,10
South Dublin,County Council,2011,May,8
South Dublin,County Council,2011,Jun,6
South Dublin,County Council,2011,Jul,7
South Dublin,County Council,2011,Aug,8
South Dublin,County Council,2011,Sept,9
South Dublin,County Council,2011,Oct,20
South Dublin,County Council,2011,Nov,25
South Dublin,County Council,2011,Dec,9
South Tipperary,County Council,2011,Jan,4
South Tipperary,County Council,2011,Feb,13
South Tipperary,County Council,2011,Mar,22
South Tipperary,County Council,2011,Apr,13
South Tipperary,County Council,2011,May,33
South Tipperary,County Council,2011,Jun,17
South Tipperary,County Council,2011,Jul,19
South Tipperary,County Council,2011,Aug,16
South Tipperary,County Council,2011,Sept,15
South Tipperary,County Council,2011,Oct,12
South Tipperary,County Council,2011,Nov,16
South Tipperary,County Council,2011,Dec,13
Waterford,County Council,2011,Jan,28
Waterford,County Council,2011,Feb,11
Waterford,County Council,2011,Mar,18
Waterford,County Council,2011,Apr,16
Waterford,County Council,2011,May,17
Waterford,County Council,2011,Jun,11
Waterford,County Council,2011,Jul,8
Waterford,County Council,2011,Aug,10
Waterford,County Council,2011,Sept,16
Waterford,County Council,2011,Oct,19
Waterford,County Council,2011,Nov,16
