Council Name,Council Type,Year,Month,ESB Connection
Waterford,County Council,2011,Dec,26
Westmeath,County Council,2011,Jan,7
Westmeath,County Council,2011,Feb,21
Westmeath,County Council,2011,Mar,21
Westmeath,County Council,2011,Apr,25
Westmeath,County Council,2011,May,16
Westmeath,County Council,2011,Jun,18
Westmeath,County Council,2011,Jul,20
Westmeath,County Council,2011,Aug,22
Westmeath,County Council,2011,Sept,21
Westmeath,County Council,2011,Oct,11
Westmeath,County Council,2011,Nov,15
Westmeath,County Council,2011,Dec,15
Wexford,County Council,2011,Jan,22
Wexford,County Council,2011,Feb,38
Wexford,County Council,2011,Mar,36
Wexford,County Council,2011,Apr,42
Wexford,County Council,2011,May,39
Wexford,County Council,2011,Jun,30
Wexford,County Council,2011,Jul,45
Wexford,County Council,2011,Aug,37
Wexford,County Council,2011,Sept,54
Wexford,County Council,2011,Oct,35
Wexford,County Council,2011,Nov,34
Wexford,County Council,2011,Dec,23
Wicklow,County Council,2011,Jan,26
Wicklow,County Council,2011,Feb,34
Wicklow,County Council,2011,Mar,26
Wicklow,County Council,2011,Apr,18
Wicklow,County Council,2011,May,10
Wicklow,County Council,2011,Jun,20
Wicklow,County Council,2011,Jul,22
Wicklow,County Council,2011,Aug,23
Wicklow,County Council,2011,Sept,36
Wicklow,County Council,2011,Oct,22
Wicklow,County Council,2011,Nov,28
Wicklow,County Council,2011,Dec,19
Cork,City Council,2012,Jan,5
Cork,City Council,2012,Feb,13
Cork,City Council,2012,Mar,11
Cork,City Council,2012,Apr,14
Cork,City Council,2012,May,43
Cork,City Council,2012,Jun,19
Cork,City Council,2012,Jul,31
Cork,City Council,2012,Aug,49
Cork,City Council,2012,Sept,24
Cork,City Council,2012,Oct,11
Cork,City Council,2012,Nov,18
Cork,City Council,2012,Dec,10
Dublin,City Council,2012,Jan,53
Dublin,City Council,2012,Feb,15
Dublin,City Council,2012,Mar,47
Dublin,City Council,2012,Apr,24
Dublin,City Council,2012,May,48
Dublin,City Council,2012,Jun,16
Dublin,City Council,2012,Jul,31
Dublin,City Council,2012,Aug,80
Dublin,City Council,2012,Sept,38
Dublin,City Council,2012,Oct,31
Dublin,City Council,2012,Nov,71
Dublin,City Council,2012,Dec,53
Galway,City Council,2012,Jan,1
Galway,City Council,2012,Feb,0
Galway,City Council,2012,Mar,2
Galway,City Council,2012,Apr,3
Galway,City Council,2012,May,2
Galway,City Council,2012,Jun,3
Galway,City Council,2012,Jul,7
Galway,City Council,2012,Aug,4
Galway,City Council,2012,Sept,1
Galway,City Council,2012,Oct,3
Galway,City Council,2012,Nov,2
Galway,City Council,2012,Dec,4
Limerick,City Council,2012,Jan,1
Limerick,City Council,2012,Feb,0
Limerick,City Council,2012,Mar,1
Limerick,City Council,2012,Apr,3
Limerick,City Council,2012,May,13
Limerick,City Council,2012,Jun,1
Limerick,City Council,2012,Jul,2
Limerick,City Council,2012,Aug,13
Limerick,City Council,2012,Sept,6
Limerick,City Council,2012,Oct,34
Limerick,City Council,2012,Nov,9
Limerick,City Council,2012,Dec,16
Waterford,City Council,2012,Jan,6
Waterford,City Council,2012,Feb,2
Waterford,City Council,2012,Mar,7
Waterford,City Council,2012,Apr,4
Waterford,City Council,2012,May,3
Waterford,City Council,2012,Jun,3
Waterford,City Council,2012,Jul,1
Waterford,City Council,2012,Aug,8
Waterford,City Council,2012,Sept,3
Waterford,City Council,2012,Oct,6
Waterford,City Council,2012,Nov,4
Waterford,City Council,2012,Dec,8
Carlow,County Council,2012,Jan,7
Carlow,County Council,2012,Feb,12
Carlow,County Council,2012,Mar,8
Carlow,County Council,2012,Apr,9
Carlow,County Council,2012,May,10
Carlow,County Council,2012,Jun,10
Carlow,County Council,2012,Jul,15
Carlow,County Council,2012,Aug,8
Carlow,County Council,2012,Sept,7
Carlow,County Council,2012,Oct,10
Carlow,County Council,2012,Nov,13
Carlow,County Council,2012,Dec,7
Cavan,County Council,2012,Jan,9
Cavan,County Council,2012,Feb,12
Cavan,County Council,2012,Mar,16
Cavan,County Council,2012,Apr,9
Cavan,County Council,2012,May,15
Cavan,County Council,2012,Jun,19
Cavan,County Council,2012,Jul,16
Cavan,County Council,2012,Aug,18
Cavan,County Council,2012,Sept,15
Cavan,County Council,2012,Oct,22
Cavan,County Council,2012,Nov,24
Cavan,County Council,2012,Dec,18
Clare,County Council,2012,Jan,37
Clare,County Council,2012,Feb,20
Clare,County Council,2012,Mar,14
Clare,County Council,2012,Apr,12
Clare,County Council,2012,May,22
Clare,County Council,2012,Jun,21
Clare,County Council,2012,Jul,14
Clare,County Council,2012,Aug,27
Clare,County Council,2012,Sept,21
Clare,County Council,2012,Oct,23
Clare,County Council,2012,Nov,24
Clare,County Council,2012,Dec,21
Cork,County Council,2012,Jan,69
Cork,County Council,2012,Feb,71
Cork,County Council,2012,Mar,85
Cork,County Council,2012,Apr,62
Cork,County Council,2012,May,105
Cork,County Council,2012,Jun,63
Cork,County Council,2012,Jul,79
Cork,County Council,2012,Aug,87
Cork,County Council,2012,Sept,84
Cork,County Council,2012,Oct,74
Cork,County Council,2012,Nov,98
Cork,County Council,2012,Dec,88
Donegal,County Council,2012,Jan,57
Donegal,County Council,2012,Feb,60
Donegal,County Council,2012,Mar,42
Donegal,County Council,2012,Apr,34
Donegal,County Council,2012,May,37
Donegal,County Council,2012,Jun,40
Donegal,County Council,2012,Jul,45
Donegal,County Council,2012,Aug,50
Donegal,County Council,2012,Sept,36
Donegal,County Council,2012,Oct,34
Donegal,County Council,2012,Nov,33
Donegal,County Council,2012,Dec,43
Dun Laoghaire,County Council,2012,Jan,2
Dun Laoghaire,County Council,2012,Feb,9
Dun Laoghaire,County Council,2012,Mar,6
Dun Laoghaire,County Council,2012,Apr,7
Dun Laoghaire,County Council,2012,May,7
Dun Laoghaire,County Council,2012,Jun,6
Dun Laoghaire,County Council,2012,Jul,10
Dun Laoghaire,County Council,2012,Aug,8
Dun Laoghaire,County Council,2012,Sept,15
Dun Laoghaire,County Council,2012,Oct,18
Dun Laoghaire,County Council,2012,Nov,34
Dun Laoghaire,County Council,2012,Dec,53
Fingal,County Council,2012,Jan,22
Fingal,County Council,2012,Feb,23
Fingal,County Council,2012,Mar,35
Fingal,County Council,2012,Apr,17
Fingal,County Council,2012,May,22
Fingal,County Council,2012,Jun,48
Fingal,County Council,2012,Jul,35
Fingal,County Council,2012,Aug,27
Fingal,County Council,2012,Sept,17
Fingal,County Council,2012,Oct,25
Fingal,County Council,2012,Nov,47
Fingal,County Council,2012,Dec,46
Galway,County Council,2012,Jan,41
Galway,County Council,2012,Feb,32
Galway,County Council,2012,Mar,40
Galway,County Council,2012,Apr,51
Galway,County Council,2012,May,42
Galway,County Council,2012,Jun,25
Galway,County Council,2012,Jul,34
Galway,County Council,2012,Aug,40
Galway,County Council,2012,Sept,37
Galway,County Council,2012,Oct,48
Galway,County Council,2012,Nov,42
Galway,County Council,2012,Dec,35
Kerry,County Council,2012,Jan,15
Kerry,County Council,2012,Feb,34
Kerry,County Council,2012,Mar,31
Kerry,County Council,2012,Apr,24
Kerry,County Council,2012,May,37
Kerry,County Council,2012,Jun,23
Kerry,County Council,2012,Jul,25
Kerry,County Council,2012,Aug,22
Kerry,County Council,2012,Sept,20
Kerry,County Council,2012,Oct,62
Kerry,County Council,2012,Nov,33
Kerry,County Council,2012,Dec,22
Kildare,County Council,2012,Jan,21
Kildare,County Council,2012,Feb,40
Kildare,County Council,2012,Mar,30
Kildare,County Council,2012,Apr,24
Kildare,County Council,2012,May,23
Kildare,County Council,2012,Jun,32
Kildare,County Council,2012,Jul,17
Kildare,County Council,2012,Aug,26
Kildare,County Council,2012,Sept,39
Kildare,County Council,2012,Oct,31
Kildare,County Council,2012,Nov,37
Kildare,County Council,2012,Dec,52
Kilkenny,County Council,2012,Jan,8
Kilkenny,County Council,2012,Feb,13
Kilkenny,County Council,2012,Mar,12
Kilkenny,County Council,2012,Apr,14
Kilkenny,County Council,2012,May,6
Kilkenny,County Council,2012,Jun,12
Kilkenny,County Council,2012,Jul,11
Kilkenny,County Council,2012,Aug,9
Kilkenny,County Council,2012,Sept,13
Kilkenny,County Council,2012,Oct,35
Kilkenny,County Council,2012,Nov,13
Kilkenny,County Council,2012,Dec,11
Laois,County Council,2012,Jan,9
Laois,County Council,2012,Feb,18
Laois,County Council,2012,Mar,13
Laois,County Council,2012,Apr,45
Laois,County Council,2012,May,29
Laois,County Council,2012,Jun,16
Laois,County Council,2012,Jul,17
Laois,County Council,2012,Aug,12
Laois,County Council,2012,Sept,27
Laois,County Council,2012,Oct,17
Laois,County Council,2012,Nov,23
Laois,County Council,2012,Dec,14
Leitrim,County Council,2012,Jan,11
Leitrim,County Council,2012,Feb,5
Leitrim,County Council,2012,Mar,14
Leitrim,County Council,2012,Apr,5
Leitrim,County Council,2012,May,7
Leitrim,County Council,2012,Jun,8
Leitrim,County Council,2012,Jul,1
Leitrim,County Council,2012,Aug,10
Leitrim,County Council,2012,Sept,9
Leitrim,County Council,2012,Oct,10
Leitrim,County Council,2012,Nov,3
Leitrim,County Council,2012,Dec,3
Limerick,County Council,2012,Jan,11
Limerick,County Council,2012,Feb,14
Limerick,County Council,2012,Mar,16
Limerick,County Council,2012,Apr,20
Limerick,County Council,2012,May,24
Limerick,County Council,2012,Jun,23
Limerick,County Council,2012,Jul,10
Limerick,County Council,2012,Aug,19
Limerick,County Council,2012,Sept,20
Limerick,County Council,2012,Oct,16
Limerick,County Council,2012,Nov,27
Limerick,County Council,2012,Dec,30
Longford,County Council,2012,Jan,3
Longford,County Council,2012,Feb,7
Longford,County Council,2012,Mar,15
Longford,County Council,2012,Apr,20
Longford,County Council,2012,May,6
Longford,County Council,2012,Jun,14
Longford,County Council,2012,Jul,13
Longford,County Council,2012,Aug,12
Longford,County Council,2012,Sept,11
Longford,County Council,2012,Oct,5
Longford,County Council,2012,Nov,6
Longford,County Council,2012,Dec,3
Louth,County Council,2012,Jan,14
Louth,County Council,2012,Feb,11
Louth,County Council,2012,Mar,15
Louth,County Council,2012,Apr,9
Louth,County Council,2012,May,17
Louth,County Council,2012,Jun,13
Louth,County Council,2012,Jul,23
Louth,County Council,2012,Aug,36
Louth,County Council,2012,Sept,22
Louth,County Council,2012,Oct,33
Louth,County Council,2012,Nov,29
Louth,County Council,2012,Dec,46
Mayo,County Council,2012,Jan,15
Mayo,County Council,2012,Feb,18
Mayo,County Council,2012,Mar,25
Mayo,County Council,2012,Apr,23
Mayo,County Council,2012,May,28
Mayo,County Council,2012,Jun,28
Mayo,County Council,2012,Jul,22
Mayo,County Council,2012,Aug,27
Mayo,County Council,2012,Sept,33
Mayo,County Council,2012,Oct,16
Mayo,County Council,2012,Nov,34
Mayo,County Council,2012,Dec,21
Meath,County Council,2012,Jan,22
Meath,County Council,2012,Feb,26
Meath,County Council,2012,Mar,21
Meath,County Council,2012,Apr,24
Meath,County Council,2012,May,32
Meath,County Council,2012,Jun,24
Meath,County Council,2012,Jul,48
Meath,County Council,2012,Aug,24
Meath,County Council,2012,Sept,27
Meath,County Council,2012,Oct,34
Meath,County Council,2012,Nov,39
Meath,County Council,2012,Dec,32
Monaghan,County Council,2012,Jan,15
Monaghan,County Council,2012,Feb,33
Monaghan,County Council,2012,Mar,8
Monaghan,County Council,2012,Apr,12
Monaghan,County Council,2012,May,9
Monaghan,County Council,2012,Jun,7
Monaghan,County Council,2012,Jul,7
Monaghan,County Council,2012,Aug,22
Monaghan,County Council,2012,Sept,9
Monaghan,County Council,2012,Oct,10
Monaghan,County Council,2012,Nov,11
Monaghan,County Council,2012,Dec,6
North Tipperary,County Council,2012,Jan,13
North Tipperary,County Council,2012,Feb,18
North Tipperary,County Council,2012,Mar,14
North Tipperary,County Council,2012,Apr,10
North Tipperary,County Council,2012,May,11
North Tipperary,County Council,2012,Jun,6
North Tipperary,County Council,2012,Jul,19
North Tipperary,County Council,2012,Aug,14
North Tipperary,County Council,2012,Sept,14
North Tipperary,County Council,2012,Oct,13
North Tipperary,County Council,2012,Nov,10
North Tipperary,County Council,2012,Dec,9
Offaly,County Council,2012,Jan,11
Offaly,County Council,2012,Feb,11
Offaly,County Council,2012,Mar,6
Offaly,County Council,2012,Apr,9
Offaly,County Council,2012,May,17
Offaly,County Council,2012,Jun,13
Offaly,County Council,2012,Jul,15
Offaly,County Council,2012,Aug,9
Offaly,County Council,2012,Sept,10
Offaly,County Council,2012,Oct,12
Offaly,County Council,2012,Nov,9
Offaly,County Council,2012,Dec,22
Roscommon,County Council,2012,Jan,14
Roscommon,County Council,2012,Feb,14
Roscommon,County Council,2012,Mar,8
Roscommon,County Council,2012,Apr,15
Roscommon,County Council,2012,May,11
Roscommon,County Council,2012,Jun,12
Roscommon,County Council,2012,Jul,13
Roscommon,County Council,2012,Aug,6
Roscommon,County Council,2012,Sept,9
Roscommon,County Council,2012,Oct,10
Roscommon,County Council,2012,Nov,15
Roscommon,County Council,2012,Dec,18
Sligo,County Council,2012,Jan,28
Sligo,County Council,2012,Feb,34
Sligo,County Council,2012,Mar,33
Sligo,County Council,2012,Apr,18
Sligo,County Council,2012,May,18
Sligo,County Council,2012,Jun,52
Sligo,County Council,2012,Jul,9
Sligo,County Council,2012,Aug,16
Sligo,County Council,2012,Sept,11
Sligo,County Council,2012,Oct,24
Sligo,County Council,2012,Nov,12
Sligo,County Council,2012,Dec,10
South Dublin,County Council,2012,Jan,49
South Dublin,County Council,2012,Feb,8
South Dublin,County Council,2012,Mar,8
South Dublin,County Council,2012,Apr,12
South Dublin,County Council,2012,May,12
South Dublin,County Council,2012,Jun,8
South Dublin,County Council,2012,Jul,18
South Dublin,County Council,2012,Aug,17
South Dublin,County Council,2012,Sept,3
South Dublin,County Council,2012,Oct,28
South Dublin,County Council,2012,Nov,22
South Dublin,County Council,2012,Dec,35
South Tipperary,County Council,2012,Jan,7
South Tipperary,County Council,2012,Feb,9
South Tipperary,County Council,2012,Mar,9
South Tipperary,County Council,2012,Apr,9
South Tipperary,County Council,2012,May,6
South Tipperary,County Council,2012,Jun,10
South Tipperary,County Council,2012,Jul,15
South Tipperary,County Council,2012,Aug,7
South Tipperary,County Council,2012,Sept,9
South Tipperary,County Council,2012,Oct,9
South Tipperary,County Council,2012,Nov,8
South Tipperary,County Council,2012,Dec,15
Waterford,County Council,2012,Jan,10
Waterford,County Council,2012,Feb,14
Waterford,County Council,2012,Mar,10
Waterford,County Council,2012,Apr,14
Waterford,County Council,2012,May,12
Waterford,County Council,2012,Jun,17
Waterford,County Council,2012,Jul,14
Waterford,County Council,2012,Aug,4
Waterford,County Council,2012,Sept,15
Waterford,County Council,2012,Oct,9
Waterford,County Council,2012,Nov,28
Waterford,County Council,2012,Dec,15
Westmeath,County Council,2012,Jan,13
Westmeath,County Council,2012,Feb,12
Westmeath,County Council,2012,Mar,8
Westmeath,County Council,2012,Apr,22
Westmeath,County Council,2012,May,10
Westmeath,County Council,2012,Jun,16
Westmeath,County Council,2012,Jul,14
Westmeath,County Council,2012,Aug,8
Westmeath,County Council,2012,Sept,18
Westmeath,County Council,2012,Oct,19
Westmeath,County Council,2012,Nov,15
Westmeath,County Council,2012,Dec,15
Wexford,County Council,2012,Jan,17
Wexford,County Council,2012,Feb,17
Wexford,County Council,2012,Mar,40
Wexford,County Council,2012,Apr,27
Wexford,County Council,2012,May,26
Wexford,County Council,2012,Jun,24
Wexford,County Council,2012,Jul,21
Wexford,County Council,2012,Aug,17
Wexford,County Council,2012,Sept,24
Wexford,County Council,2012,Oct,32
Wexford,County Council,2012,Nov,36
Wexford,County Council,2012,Dec,24
Wicklow,County Council,2012,Jan,11
Wicklow,County Council,2012,Feb,14
Wicklow,County Council,2012,Mar,15
Wicklow,County Council,2012,Apr,17
Wicklow,County Council,2012,May,20
Wicklow,County Council,2012,Jun,14
Wicklow,County Council,2012,Jul,14
Wicklow,County Council,2012,Aug,36
Wicklow,County Council,2012,Sept,22
Wicklow,County Council,2012,Oct,15
Wicklow,County Council,2012,Nov,18
Wicklow,County Council,2012,Dec,21
Cork,City Council,2013,Jan,3
Cork,City Council,2013,Feb,19
Cork,City Council,2013,Mar,15
Cork,City Council,2013,Apr,36
Cork,City Council,2013,May,10
Cork,City Council,2013,Jun,49
Cork,City Council,2013,Jul,14
Cork,City Council,2013,Aug,7
Cork,City Council,2013,Sept,4
Cork,City Council,2013,Oct,43
Cork,City Council,2013,Nov,22
Cork,City Council,2013,Dec,16
Dublin,City Council,2013,Jan,34
Dublin,City Council,2013,Feb,47
Dublin,City Council,2013,Mar,26
Dublin,City Council,2013,Apr,40
Dublin,City Council,2013,May,19
Dublin,City Council,2013,Jun,106
Dublin,City Council,2013,Jul,50
Dublin,City Council,2013,Aug,34
Dublin,City Council,2013,Sept,28
Dublin,City Council,2013,Oct,38
Dublin,City Council,2013,Nov,34
Dublin,City Council,2013,Dec,46
Galway,City Council,2013,Jan,6
Galway,City Council,2013,Feb,3
Galway,City Council,2013,Mar,3
Galway,City Council,2013,Apr,5
Galway,City Council,2013,May,27
Galway,City Council,2013,Jun,3
Galway,City Council,2013,Jul,7
Galway,City Council,2013,Aug,3
Galway,City Council,2013,Sept,2
Galway,City Council,2013,Oct,1
Galway,City Council,2013,Nov,8
Galway,City Council,2013,Dec,15
Limerick,City Council,2013,Jan,10
Limerick,City Council,2013,Feb,3
Limerick,City Council,2013,Mar,5
Limerick,City Council,2013,Apr,2
Limerick,City Council,2013,May,5
Limerick,City Council,2013,Jun,2
Limerick,City Council,2013,Jul,0
Limerick,City Council,2013,Aug,3
Limerick,City Council,2013,Sept,2
Limerick,City Council,2013,Oct,3
Limerick,City Council,2013,Nov,32
Limerick,City Council,2013,Dec,39
Waterford,City Council,2013,Jan,3
Waterford,City Council,2013,Feb,1
Waterford,City Council,2013,Mar,5
Waterford,City Council,2013,Apr,7
Waterford,City Council,2013,May,3
Waterford,City Council,2013,Jun,4
Waterford,City Council,2013,Jul,2
Waterford,City Council,2013,Aug,9
Waterford,City Council,2013,Sept,7
Waterford,City Council,2013,Oct,16
Waterford,City Council,2013,Nov,5
Waterford,City Council,2013,Dec,26
Carlow,County Council,2013,Jan,6
Carlow,County Council,2013,Feb,10
Carlow,County Council,2013,Mar,11
Carlow,County Council,2013,Apr,10
Carlow,County Council,2013,May,8
Carlow,County Council,2013,Jun,26
Carlow,County Council,2013,Jul,21
Carlow,County Council,2013,Aug,5
Carlow,County Council,2013,Sept,28
Carlow,County Council,2013,Oct,14
Carlow,County Council,2013,Nov,14
Carlow,County Council,2013,Dec,16
Cavan,County Council,2013,Jan,11
Cavan,County Council,2013,Feb,19
Cavan,County Council,2013,Mar,15
Cavan,County Council,2013,Apr,17
Cavan,County Council,2013,May,13
Cavan,County Council,2013,Jun,10
Cavan,County Council,2013,Jul,15
Cavan,County Council,2013,Aug,16
Cavan,County Council,2013,Sept,11
Cavan,County Council,2013,Oct,11
Cavan,County Council,2013,Nov,14
Cavan,County Council,2013,Dec,21
Clare,County Council,2013,Jan,12
Clare,County Council,2013,Feb,12
Clare,County Council,2013,Mar,22
Clare,County Council,2013,Apr,21
Clare,County Council,2013,May,22
Clare,County Council,2013,Jun,15
Clare,County Council,2013,Jul,19
Clare,County Council,2013,Aug,14
Clare,County Council,2013,Sept,13
Clare,County Council,2013,Oct,19
Clare,County Council,2013,Nov,26
Clare,County Council,2013,Dec,20
Cork,County Council,2013,Jan,51
Cork,County Council,2013,Feb,56
Cork,County Council,2013,Mar,54
Cork,County Council,2013,Apr,69
Cork,County Council,2013,May,83
Cork,County Council,2013,Jun,67
Cork,County Council,2013,Jul,86
Cork,County Council,2013,Aug,77
Cork,County Council,2013,Sept,82
Cork,County Council,2013,Oct,81
Cork,County Council,2013,Nov,90
Cork,County Council,2013,Dec,67
Donegal,County Council,2013,Jan,17
Donegal,County Council,2013,Feb,41
Donegal,County Council,2013,Mar,34
Donegal,County Council,2013,Apr,29
Donegal,County Council,2013,May,40
Donegal,County Council,2013,Jun,31
Donegal,County Council,2013,Jul,29
Donegal,County Council,2013,Aug,33
Donegal,County Council,2013,Sept,35
Donegal,County Council,2013,Oct,42
Donegal,County Council,2013,Nov,41
Donegal,County Council,2013,Dec,28
Dun Laoghaire,County Council,2013,Jan,6
Dun Laoghaire,County Council,2013,Feb,18
Dun Laoghaire,County Council,2013,Mar,9
Dun Laoghaire,County Council,2013,Apr,9
Dun Laoghaire,County Council,2013,May,6
Dun Laoghaire,County Council,2013,Jun,13
Dun Laoghaire,County Council,2013,Jul,10
Dun Laoghaire,County Council,2013,Aug,17
Dun Laoghaire,County Council,2013,Sept,13
Dun Laoghaire,County Council,2013,Oct,49
Dun Laoghaire,County Council,2013,Nov,56
Dun Laoghaire,County Council,2013,Dec,54
Fingal,County Council,2013,Jan,17
Fingal,County Council,2013,Feb,30
Fingal,County Council,2013,Mar,32
Fingal,County Council,2013,Apr,21
Fingal,County Council,2013,May,44
Fingal,County Council,2013,Jun,22
Fingal,County Council,2013,Jul,55
Fingal,County Council,2013,Aug,14
Fingal,County Council,2013,Sept,30
Fingal,County Council,2013,Oct,33
Fingal,County Council,2013,Nov,54
Fingal,County Council,2013,Dec,43
Galway,County Council,2013,Jan,24
Galway,County Council,2013,Feb,42
Galway,County Council,2013,Mar,38
Galway,County Council,2013,Apr,38
Galway,County Council,2013,May,28
Galway,County Council,2013,Jun,21
Galway,County Council,2013,Jul,37
Galway,County Council,2013,Aug,23
Galway,County Council,2013,Sept,49
Galway,County Council,2013,Oct,56
Galway,County Council,2013,Nov,42
Galway,County Council,2013,Dec,28
Kerry,County Council,2013,Jan,20
Kerry,County Council,2013,Feb,26
Kerry,County Council,2013,Mar,15
Kerry,County Council,2013,Apr,17
Kerry,County Council,2013,May,31
Kerry,County Council,2013,Jun,25
Kerry,County Council,2013,Jul,38
Kerry,County Council,2013,Aug,22
Kerry,County Council,2013,Sept,31
Kerry,County Council,2013,Oct,44
Kerry,County Council,2013,Nov,29
Kerry,County Council,2013,Dec,33
Kildare,County Council,2013,Jan,24
Kildare,County Council,2013,Feb,40
Kildare,County Council,2013,Mar,26
Kildare,County Council,2013,Apr,60
Kildare,County Council,2013,May,26
Kildare,County Council,2013,Jun,33
Kildare,County Council,2013,Jul,37
Kildare,County Council,2013,Aug,53
Kildare,County Council,2013,Sept,33
Kildare,County Council,2013,Oct,47
Kildare,County Council,2013,Nov,34
Kildare,County Council,2013,Dec,34
Kilkenny,County Council,2013,Jan,10
Kilkenny,County Council,2013,Feb,4
Kilkenny,County Council,2013,Mar,13
Kilkenny,County Council,2013,Apr,18
Kilkenny,County Council,2013,May,15
Kilkenny,County Council,2013,Jun,21
Kilkenny,County Council,2013,Jul,21
Kilkenny,County Council,2013,Aug,14
Kilkenny,County Council,2013,Sept,13
Kilkenny,County Council,2013,Oct,16
Kilkenny,County Council,2013,Nov,21
Kilkenny,County Council,2013,Dec,13
Laois,County Council,2013,Jan,8
Laois,County Council,2013,Feb,11
Laois,County Council,2013,Mar,11
Laois,County Council,2013,Apr,24
Laois,County Council,2013,May,14
Laois,County Council,2013,Jun,8
Laois,County Council,2013,Jul,19
Laois,County Council,2013,Aug,15
Laois,County Council,2013,Sept,6
Laois,County Council,2013,Oct,19
Laois,County Council,2013,Nov,27
Laois,County Council,2013,Dec,26
Leitrim,County Council,2013,Jan,17
Leitrim,County Council,2013,Feb,7
Leitrim,County Council,2013,Mar,3
Leitrim,County Council,2013,Apr,13
Leitrim,County Council,2013,May,4
Leitrim,County Council,2013,Jun,3
Leitrim,County Council,2013,Jul,6
Leitrim,County Council,2013,Aug,8
Leitrim,County Council,2013,Sept,9
Leitrim,County Council,2013,Oct,2
Leitrim,County Council,2013,Nov,10
Leitrim,County Council,2013,Dec,8
Limerick,County Council,2013,Jan,14
Limerick,County Council,2013,Feb,16
Limerick,County Council,2013,Mar,20
Limerick,County Council,2013,Apr,27
Limerick,County Council,2013,May,20
Limerick,County Council,2013,Jun,14
Limerick,County Council,2013,Jul,15
Limerick,County Council,2013,Aug,13
Limerick,County Council,2013,Sept,16
Limerick,County Council,2013,Oct,35
Limerick,County Council,2013,Nov,24
Limerick,County Council,2013,Dec,21
Longford,County Council,2013,Jan,4
Longford,County Council,2013,Feb,9
Longford,County Council,2013,Mar,8
Longford,County Council,2013,Apr,7
Longford,County Council,2013,May,7
Longford,County Council,2013,Jun,2
Longford,County Council,2013,Jul,15
Longford,County Council,2013,Aug,10
Longford,County Council,2013,Sept,6
Longford,County Council,2013,Oct,8
Longford,County Council,2013,Nov,9
Longford,County Council,2013,Dec,5
Louth,County Council,2013,Jan,25
Louth,County Council,2013,Feb,10
Louth,County Council,2013,Mar,22
Louth,County Council,2013,Apr,23
Louth,County Council,2013,May,19
Louth,County Council,2013,Jun,52
Louth,County Council,2013,Jul,40
Louth,County Council,2013,Aug,14
Louth,County Council,2013,Sept,30
Louth,County Council,2013,Oct,20
Louth,County Council,2013,Nov,23
Louth,County Council,2013,Dec,32
Mayo,County Council,2013,Jan,16
Mayo,County Council,2013,Feb,22
Mayo,County Council,2013,Mar,16
Mayo,County Council,2013,Apr,21
Mayo,County Council,2013,May,25
Mayo,County Council,2013,Jun,23
Mayo,County Council,2013,Jul,23
Mayo,County Council,2013,Aug,24
Mayo,County Council,2013,Sept,20
Mayo,County Council,2013,Oct,33
Mayo,County Council,2013,Nov,39
Mayo,County Council,2013,Dec,50
Meath,County Council,2013,Jan,16
Meath,County Council,2013,Feb,24
Meath,County Council,2013,Mar,36
Meath,County Council,2013,Apr,27
Meath,County Council,2013,May,26
Meath,County Council,2013,Jun,18
Meath,County Council,2013,Jul,21
Meath,County Council,2013,Aug,21
Meath,County Council,2013,Sept,15
Meath,County Council,2013,Oct,23
Meath,County Council,2013,Nov,27
Meath,County Council,2013,Dec,32
Monaghan,County Council,2013,Jan,11
Monaghan,County Council,2013,Feb,9
Monaghan,County Council,2013,Mar,5
Monaghan,County Council,2013,Apr,10
Monaghan,County Council,2013,May,8
Monaghan,County Council,2013,Jun,9
Monaghan,County Council,2013,Jul,6
Monaghan,County Council,2013,Aug,15
Monaghan,County Council,2013,Sept,20
Monaghan,County Council,2013,Oct,15
Monaghan,County Council,2013,Nov,22
Monaghan,County Council,2013,Dec,20
North Tipperary,County Council,2013,Jan,7
North Tipperary,County Council,2013,Feb,7
North Tipperary,County Council,2013,Mar,8
North Tipperary,County Council,2013,Apr,15
North Tipperary,County Council,2013,May,13
North Tipperary,County Council,2013,Jun,4
North Tipperary,County Council,2013,Jul,9
North Tipperary,County Council,2013,Aug,15
North Tipperary,County Council,2013,Sept,14
North Tipperary,County Council,2013,Oct,11
North Tipperary,County Council,2013,Nov,13
North Tipperary,County Council,2013,Dec,16
Offaly,County Council,2013,Jan,7
Offaly,County Council,2013,Feb,6
Offaly,County Council,2013,Mar,12
Offaly,County Council,2013,Apr,11
Offaly,County Council,2013,May,10
Offaly,County Council,2013,Jun,13
Offaly,County Council,2013,Jul,5
Offaly,County Council,2013,Aug,10
Offaly,County Council,2013,Sept,7
Offaly,County Council,2013,Oct,15
Offaly,County Council,2013,Nov,15
Offaly,County Council,2013,Dec,6
Roscommon,County Council,2013,Jan,17
Roscommon,County Council,2013,Feb,18
Roscommon,County Council,2013,Mar,12
Roscommon,County Council,2013,Apr,15
Roscommon,County Council,2013,May,10
Roscommon,County Council,2013,Jun,10
Roscommon,County Council,2013,Jul,9
Roscommon,County Council,2013,Aug,6
Roscommon,County Council,2013,Sept,25
Roscommon,County Council,2013,Oct,13
Roscommon,County Council,2013,Nov,22
Roscommon,County Council,2013,Dec,17
Sligo,County Council,2013,Jan,31
Sligo,County Council,2013,Feb,8
Sligo,County Council,2013,Mar,11
Sligo,County Council,2013,Apr,8
Sligo,County Council,2013,May,8
Sligo,County Council,2013,Jun,10
